AS_cluster_name	name	bin	length	contig_edge	completeness	contamination	N50	size	P_final	C_final	O_final	F_final	G_final	S_final	P_gtdb	C_gtdb	O_gtdb	F_gtdb	G_gtdb	S_gtdb	phylum	class	order	family	genus	species	final_product	coverage	distance
c00132_contig_...region002	contig_53:1.0-2445851.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.11	40858	False	96.84	3.04	1128856	5034857	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	not classified	not classified	not classified	other	18.0066017018156	824
c00376_contig_...region001	contig_16376:1.0-26278.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	13586	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	terpene	38.6901296338413	640
c00800_contig_...region001	contig_56077:1.0-24854.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	24850	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	18.2610060362173	432
c00915_contig_...region002	contig_19015:1.0-260013.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20942	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	not classified	not classified	not classified	bottromycin	8.01954890104617	928
c01680_contig_...region001	contig_24026:1.0-339665.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.62	67395	False	77.17	3.738	489550	3803287	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	NRPS	6.65917688868509	1880
c00073_contig_...region001	contig_27123:1.0-88981.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	24699	True	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	arylpolyene	8.61836718671138	1488
c01614_contig_...region001	contig_991:1.0-687925.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.96	10489	False	95.5	2.197	689720	2933794	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	not classified	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	not classified	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	Palsa-1233 sp003169895	butyrolactone	25.8615090181523	643
c00317_contig_...region001_1	contig_2042:1.0-97441.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	52457	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	NRPS_PKS_hybrid	19.69163848755	1723
c01405_contig_...region001	contig_9670:1.0-68237.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	24647	False	NA	NA	NA	NA	Acidobacteriota	Acidobacteriae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Acidobacteriae	not classified	not classified	not classified	not classified	betalactone	4.80886883642151	693
c00962_contig_...region001	contig_5167:1.0-633674.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23399	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	lassopeptide	12.029684235424	1146
c01295_contig_...region001	contig_1138:1.0-623575.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.94	40770	False	66.83	3.382	304311	3128329	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	T3PKS	10.9939072657056	1292
c01631_contig_...region001_1	contig_61265:1.0-85659.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10780	False	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	bacteriocin	6.12443341873109	678
c01381_contig_...region001	contig_9640:1.0-50522.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22355	False	NA	NA	NA	NA	Acidobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	not classified	not classified	not classified	not classified	not classified	lassopeptide	8.7055598755832	1160
c01822_contig_...region001_1	contig_36258:1.0-40121.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	40555	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	6.32523733201825	419
c00538_contig_...region001	contig_60074:1.0-43891.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21399	True	NA	NA	NA	NA	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	other	7.45182845064661	506
c00753_contig_...region001	contig_466:1.0-422326.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.3	10921	False	87.08	8.266	422879	6765030	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	not classified	not classified	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	bacteriocin	34.234104791205	356
c00870_contig_...region001	contig_53973:1.0-112214.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	42694	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	12-FULL-67-14b	not classified	NRPS_like_hybrid	9.9213155226381	1373
c00235_contig_...region001_1	contig_3440:1.0-220012.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	34665	True	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	not classified	not classified	NRPS-like	15.9101520838345	1500
c00593_contig_...region001	contig_39367:33077.0-99841.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	60794	False	NA	NA	NA	NA	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	NRPS	15.7882549175771	1198
c00345_contig_...region001	contig_57761:1.0-30933.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	31086	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	5.61542173325613	1014
c00153_contig_...region001	contig_1016:1.0-136129.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10918	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	bacteriocin	37.9087365552006	502
c01343_contig_...region001	contig_60974:1.0-39285.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23864	False	NA	NA	NA	NA	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	terpene	7.84440092576108	1040
c01833_contig_...region001	contig_52817:1.0-88996.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20830	False	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	terpene	5.10913575857241	662
c00403_contig_...region001	contig_48547:1.0-78325.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	24407	True	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	not classified	NRPS-like	22.8319782163352	1149
c00263_contig_...region001	contig_18266:1.0-55491.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.70	21034	False	76.34	8.108	367539	4470774	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	not classified	not classified	not classified	terpene	12.6919839571231	931
c00154_contig_...region001_1	contig_18151:1.0-133379.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	28565	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	Mycobacteriales	QHCA01	QHCA01	QHCA01 sp003244095	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	Mycobacteriales	QHCA01	QHCA01	QHCA01 sp003244095	NRPS-like	9.07693750468902	967
c01464_contig_...region001	contig_611:1.0-108664.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	28713	True	NA	NA	NA	NA	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	not classified	not classified	T3PKS	18.2943968649673	1210
c01834_contig_...region001	contig_57335:1.0-71034.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	28648	True	NA	NA	NA	NA	Planctomycetota	UBA11346	UBA11346	UBA11346	BOG-1363	BOG-1363 sp003136555	not classified	not classified	not classified	not classified	not classified	not classified	Planctomycetota	UBA11346	UBA11346	UBA11346	BOG-1363	BOG-1363 sp003136555	arylpolyene	7.34757870780124	973
c00077_contig_...region001_1	contig_10074:1.0-208567.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.32	20780	False	57.81	0.054	209003	2417905	Actinobacteriota	Actinobacteria	Actinomycetales	Kineococcaceae	not classified	not classified	Actinobacteriota	Actinobacteria	Actinomycetales	Kineococcaceae	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	terpene	19.1786577226164	943
c01862_contig_...region001	contig_5737:1.0-81977.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	45307	True	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	not classified	not classified	acyl_amino_acids	10.3317374704563	916
c01416_contig_...region001	contig_42683:2.0-1681.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	1704	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	other	2.65199530516432	437
c01540_contig_...region001_1	contig_29440:1.0-512258.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.75	21089	False	87.29	0	1534724	4444995	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	not classified	not classified	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	not classified	not classified	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	not classified	terpene	12.3480947235799	1002
c00510_contig_...region001	contig_4627:1.0-561544.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23522	False	NA	NA	NA	NA	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	not classified	not classified	terpene	18.4276663916587	973
c00480_contig_...region001	contig_4384:1.0-264375.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.1	23798	False	66.37	3.296	128057	5536941	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	SCN-70-22	not classified	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	SCN-70-22	not classified	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	not classified	not classified	not classified	LAP	7.48498353689318	1207
c01307_contig_...region001	contig_47319:1.0-6614.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	6601	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	T3PKS	5.59854567489774	722
c00548_contig_...region001	contig_1059:1.0-86418.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	79326	True	NA	NA	NA	NA	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	NRPS	16.2294212775788	1019
c01672_contig_...region001	contig_430:1.0-144615.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10408	False	NA	NA	NA	NA	Chloroflexota_A	Ellin6529	QHBO01	QHBO01	QHBO01	QHBO01 sp003243965	not classified	not classified	not classified	not classified	not classified	not classified	Chloroflexota_A	Ellin6529	QHBO01	QHBO01	QHBO01	QHBO01 sp003243965	ectoine	15.4589213570203	879
c01292_contig_...region001_1	contig_15338:1.0-173430.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20674	False	NA	NA	NA	NA	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	terpene	9.68983603920352	875
