BGC_region,Class,Category,Start,End,Length,MAG,Taxonomy,CC,Family
CSMAG_5930_contig_6398_polypolish.region001,RRE-containing,RiPP,16888,31236,14349,CSMAG_5930,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Desertibaculum;s__,1,FAM_03770
CSMAG_6626_contig_14889_polypolish.region001,betalactone,other,135851,165341,29491,CSMAG_6626,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__,48660,FAM_07901
CSMAG_3078_contig_20089_polypolish.region001,RiPP-like,RiPP,183189,195039,11851,CSMAG_3078,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__,48664,FAM_07902
CSMAG_2909_contig_5558_polypolish.region001,arylpolyene,other,557222,598439,41218,CSMAG_2909,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp029240595,6742,FAM_01104
CSMAG_0059_contig_16103_polypolish.region002,RRE-containing.lassopeptide,RiPP,1782336,1805063,22728,CSMAG_0059,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,1475,FAM_00403
CSMAG_3883_contig_5135_polypolish.region001,NRPS-like,NRPS,367413,409935,42523,CSMAG_3883,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__,41984,FAM_02752
CSMAG_2962_contig_8090_polypolish.region002,terpene,terpene,1908412,1930150,21739,CSMAG_2962,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASQFI01;s__,4147,FAM_00831
CSMAG_1456_contig_44289_polypolish.region002,terpene,terpene,128507,150211,21705,CSMAG_1456,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JAICSD01;s__,48684,FAM_07903
CSMAG_5618_contig_58243_polypolish.region001,redox-cofactor,RiPP,177806,199959,22154,CSMAG_5618,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA5335;f__UBA5335;g__Macondimonas;s__,48688,FAM_02921
CSMAG_3438_contig_10076.region001,NRPS-like,NRPS,335321,377858,42538,CSMAG_3438,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__,18459,FAM_01901
CSMAG_6711_contig_20435_polypolish.region001,RiPP-like,RiPP,27893,38693,10801,CSMAG_6711,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASXSB01;s__,48696,FAM_07904
CSMAG_4139_contig_103095_polypolish.region001,bottromycin,RiPP,33907,54863,20957,CSMAG_4139,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__,41192,FAM_02736
CSMAG_1962_contig_3147_polypolish.region001,NRPS.NRPS-like,NRPS,242640,291635,48996,CSMAG_1962,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__,5677,FAM_00993
CSMAG_5034_contig_87856_polypolish.region001,terpene,terpene,27171,47869,20699,CSMAG_5034,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__WHTF01;s__WHTF01 sp036378835,25869,FAM_02218
CSMAG_2124_contig_99571_polypolish.region001,RRE-containing,RiPP,157304,177591,20288,CSMAG_2124,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__WHTF01;s__WHTF01 sp025924215,48725,FAM_02922
CSMAG_3342_contig_29651_polypolish.region001,ranthipeptide,RiPP,170745,192295,21551,CSMAG_3342,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__;f__;g__;s__,48729,FAM_07905
CSMAG_5086_contig_29253_polypolish.region001,terpene,terpene,36456,58282,21827,CSMAG_5086,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__,5141,FAM_00936
CSMAG_3262_contig_3553_polypolish.region001,NRPS-like,NRPS,20247,63750,43504,CSMAG_3262,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__,48737,FAM_07906
CSMAG_3159_contig_148610_polypolish.region001,terpene,terpene,1,15629,15629,CSMAG_3159,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,37,FAM_00024
CSMAG_4039_contig_2586_polypolish.region001,T3PKS,PKS,325946,367028,41083,CSMAG_4039,,4975,FAM_00916
CSMAG_1013_contig_932_polypolish.region001,NRPS-like,NRPS,1114442,1156953,42512,CSMAG_1013,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASUGC01;s__,12192,FAM_01505
CSMAG_2183_contig_3786_polypolish.region003,RRE-containing,RiPP,737668,758015,20348,CSMAG_2183,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,8045,FAM_01220
CSMAG_0061_contig_28632_polypolish.region001,RiPP-like,RiPP,1286770,1298839,12070,CSMAG_0061,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATBIO01;s__,48757,FAM_02924
CSMAG_1235_contig_113955_polypolish.region001,terpene,terpene,29409,50287,20879,CSMAG_1235,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__40CM-3-62-11;s__,48761,FAM_02925
CSMAG_1607_contig_6495_polypolish.region004,redox-cofactor,RiPP,813654,835780,22127,CSMAG_1607,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__DASPUC01;s__,48765,FAM_07907
CSMAG_7380_contig_31457_polypolish.region001,NRPS-like,NRPS,134098,176665,42568,CSMAG_7380,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JAIVGV01;s__,48769,FAM_07908
CSMAG_0404_contig_79_polypolish.region002,RRE-containing,RiPP,1159513,1179818,20306,CSMAG_0404,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__,48773,FAM_02926
CSMAG_6500_contig_6684_polypolish.region004,NRPS-like,NRPS,418839,460704,41866,CSMAG_6500,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,39030,FAM_02678
CSMAG_4609_contig_28681_polypolish.region001,NRPS-like.terpene,NRPS.terpene,132420,174510,42091,CSMAG_4609,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,48781,FAM_07909
CSMAG_5756_contig_50811_polypolish.region001,2dos,other,17686,39416,21731,CSMAG_5756,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__,48790,FAM_07910
CSMAG_3714_contig_24648_polypolish.region001,terpene,terpene,54582,75562,20981,CSMAG_3714,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__,7303,FAM_01156
CSMAG_1790_contig_4846_polypolish.region001,NRPS,NRPS,197427,248903,51477,CSMAG_1790,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,22128,FAM_02064
CSMAG_3034_contig_156105_polypolish.region001,terpene,terpene,224601,247633,23033,CSMAG_3034,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__,48802,FAM_02927
CSMAG_3332_contig_2359_polypolish.region002,NRPS-like,NRPS,673695,716181,42487,CSMAG_3332,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,11295,FAM_01449
CSMAG_4998_contig_18642_polypolish.region001,NRPS-like,NRPS,104933,147479,42547,CSMAG_4998,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,48810,FAM_07911
CSMAG_5261_contig_12905_polypolish.region002,terpene,terpene,715719,737457,21739,CSMAG_5261,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASQFI01;s__,4147,FAM_00831
CSMAG_2666_contig_15391_polypolish.region001,T3PKS,PKS,99804,140937,41134,CSMAG_2666,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,2529,FAM_00593
CSMAG_3741_contig_39780_polypolish.region001,terpene,terpene,94672,115733,21062,CSMAG_3741,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Desertimonas;s__,48822,FAM_07912
CSMAG_7604_contig_1714_polypolish.region001,terpene,terpene,216372,237169,20798,CSMAG_7604,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__DATJKD01;s__,490,FAM_00208
CSMAG_6871_contig_6852_polypolish.region001,RiPP-like,RiPP,118171,128974,10804,CSMAG_6871,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__VGLJ01;s__,826,FAM_00285
CSMAG_4117_contig_20827_polypolish.region001,NRPS-like,NRPS,45166,87502,42337,CSMAG_4117,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__KBS-96;s__,48834,FAM_07913
CSMAG_6360_contig_21689_polypolish.region001,T3PKS,PKS,173607,213964,40358,CSMAG_6360,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__JAGNNV01;g__JAGNNV01;s__,48838,FAM_07914
CSMAG_7732_contig_3379_polypolish.region001,NRPS.NRPS-like,NRPS,1,63362,63362,CSMAG_7732,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__,48842,FAM_07915
CSMAG_1225_contig_36496_polypolish.region001,arylpolyene,other,205267,246481,41215,CSMAG_1225,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__DSOT01;s__,48851,FAM_07916
CSMAG_0247_contig_6275.region001,LAP.NRPS-like.T1PKS,NRPS.PKS.RiPP,1,39258,39258,CSMAG_0247,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAPYTK01;s__,48855,FAM_02928
CSMAG_5769_contig_44738_polypolish.region001,RRE-containing.lassopeptide,RiPP,1,13246,13246,CSMAG_5769,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__;s__,48862,FAM_07917
CSMAG_1842_contig_3230_polypolish.region001,RRE-containing.lassopeptide,RiPP,22940,45423,22484,CSMAG_1842,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__,7010,FAM_01128
CSMAG_1742_contig_47997_polypolish.region001,RRE-containing,RiPP,515548,538760,23213,CSMAG_1742,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__JAHWKZ01;g__JAICNR01;s__,13552,FAM_01601
CSMAG_4812_contig_54886_polypolish.region001,terpene,terpene,23612,44700,21089,CSMAG_4812,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__,426,FAM_00186
CSMAG_3915_contig_478_polypolish.region003,NRPS,NRPS,214800,255774,40975,CSMAG_3915,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__,48883,FAM_07918
CSMAG_6475_contig_19757_polypolish.region001,thioamitides,RiPP,111388,133955,22568,CSMAG_6475,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__VFZN01;s__,48887,FAM_02929
CSMAG_5750_contig_34886_polypolish.region001,NRPS-like,NRPS,242728,286270,43543,CSMAG_5750,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__,48891,FAM_07919
CSMAG_3337_contig_4253_polypolish.region001,ranthipeptide,RiPP,165555,187006,21452,CSMAG_3337,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASQFI01;s__,122,FAM_00072
CSMAG_3408_contig_28419_polypolish.region001,NRPS-like,NRPS,110509,153313,42805,CSMAG_3408,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__,48899,FAM_07920
CSMAG_1908_contig_4942_polypolish.region001,RRE-containing.betalactone,RiPP.other,570926,612327,41402,CSMAG_1908,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__,48903,FAM_07921
CSMAG_6347_contig_39805_polypolish.region001,terpene,terpene,36742,57740,20999,CSMAG_6347,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__DASTBI01;s__,4043,FAM_00822
CSMAG_1570_contig_36218.region001,terpene,terpene,276517,297446,20930,CSMAG_1570,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,48919,FAM_02930
CSMAG_3752_contig_642_polypolish.region002,redox-cofactor,RiPP,71539,93695,22157,CSMAG_3752,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SHXO01;g__SHXO01;s__,16774,FAM_01795
CSMAG_1339_contig_24018_polypolish.region001,terpene,terpene,1,21043,21043,CSMAG_1339,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp035761895,1960,FAM_00518
CSMAG_2371_contig_13726_polypolish.region001,NRPS.RiPP-like,NRPS.RiPP,213715,284927,71213,CSMAG_2371,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,48931,FAM_07922
CSMAG_2607_contig_3716_polypolish.region001,NRPS.NRPS-like,NRPS,449247,496645,47399,CSMAG_2607,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JBCBZW01;f__JBCBZW01;g__;s__,25228,FAM_02194
CSMAG_3977_contig_34503_polypolish.region001,RiPP-like,RiPP,20285,32177,11893,CSMAG_3977,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp025935475,1956,FAM_00511
CSMAG_3624_contig_20738_polypolish.region001,arylpolyene,other,357002,398156,41155,CSMAG_3624,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__DSOT01;s__,48948,FAM_07923
CSMAG_7764_contig_56776_polypolish.region001,NRPS,NRPS,1,33909,33909,CSMAG_7764,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__FEN-1219;s__,48952,FAM_07924
CSMAG_6772_contig_118_polypolish.region001,RiPP-like.T3PKS,PKS.RiPP,9402,49773,40372,CSMAG_6772,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__,48956,FAM_07925
CSMAG_4221_contig_62882_polypolish.region001,RRE-containing,RiPP,65118,85642,20525,CSMAG_4221,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,48965,FAM_07926
CSMAG_1716_contig_42225_polypolish.region001,arylpolyene.resorcinol,other,97109,143227,46119,CSMAG_1716,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__,174,FAM_00098
CSMAG_2560_contig_24923_polypolish.region001,RiPP-like,RiPP,1,11284,11284,CSMAG_2560,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp029240595,1956,FAM_00509
CSMAG_3999_contig_3729_polypolish.region003,NRPS-like,NRPS,255000,295638,40639,CSMAG_3999,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,48985,FAM_02931
CSMAG_5125_contig_48732_polypolish.region001,terpene,terpene,14208,35068,20861,CSMAG_5125,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__,48989,FAM_07927
CSMAG_1570_contig_8885.region001,terpene,terpene,125708,146655,20948,CSMAG_1570,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,20941,FAM_01999
CSMAG_4750_contig_4162_polypolish.region001,RRE-containing,RiPP,634446,654697,20252,CSMAG_4750,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__SG8-41 sp035649495,3330,FAM_00704
CSMAG_7054_contig_654_polypolish.region001,NRPS-like,NRPS,55179,98898,43720,CSMAG_7054,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__,49001,FAM_07928
CSMAG_1015_contig_14903_polypolish.region001,lassopeptide,RiPP,308896,331744,22849,CSMAG_1015,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__,5520,FAM_00967
CSMAG_7747_contig_62775_polypolish.region001,betalactone,other,18104,41442,23339,CSMAG_7747,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__DASUFT01;g__DASUFT01;s__,38701,FAM_02663
CSMAG_7703_contig_14889_polypolish.region001,T3PKS,PKS,1,28620,28620,CSMAG_7703,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__JAGPDF01;g__JACTMI01;s__,49013,FAM_07929
CSMAG_1149_contig_20352_polypolish.region001,arylpolyene,other,213803,254987,41185,CSMAG_1149,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CAWULT01;s__,49017,FAM_02932
CSMAG_3231_contig_7502_polypolish.region001,RRE-containing,RiPP,266754,287242,20489,CSMAG_3231,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JBGTBQ01;s__,49021,FAM_07930
CSMAG_1676_contig_100004_polypolish.region001,RiPP-like,RiPP,18624,29517,10894,CSMAG_1676,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__DATKFM01;s__,14406,FAM_01669
CSMAG_2590_contig_226_polypolish.region001,terpene,terpene,85130,106020,20891,CSMAG_2590,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__JACPHL01;g__DASRDR01;s__,49029,FAM_07931
CSMAG_5364_contig_17197_polypolish.region001,lanthipeptide-class-i,RiPP,114999,139389,24391,CSMAG_5364,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas_B;s__,49033,FAM_07932
CSMAG_3807_contig_1277_polypolish.region001,phenazine,other,156141,176560,20420,CSMAG_3807,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,49037,FAM_07933
CSMAG_5015_contig_24628_polypolish.region001,RRE-containing,RiPP,73874,94332,20459,CSMAG_5015,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,49041,FAM_07934
CSMAG_4524_contig_47841_polypolish.region001,NRPS-like,NRPS,1798,42460,40663,CSMAG_4524,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Vineibacter;s__,49045,FAM_02933
CSMAG_3887_contig_60155_polypolish.region001,terpene,terpene,76642,96598,19957,CSMAG_3887,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae;g__DASTQL01;s__,49049,FAM_07935
CSMAG_0153_contig_10012_polypolish.region001,RRE-containing.lassopeptide,RiPP,478477,502104,23628,CSMAG_0153,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,7919,FAM_01212
CSMAG_4188_contig_9016_polypolish.region002,NRPS.NRPS-like,NRPS,99613,142800,43188,CSMAG_4188,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__DASTBJ01;s__,49057,FAM_07936
CSMAG_7197_contig_97508_polypolish.region001,terpene,terpene,111552,132328,20777,CSMAG_7197,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,14362,FAM_01665
CSMAG_4000_contig_20012_polypolish.region001,terpene,terpene,221747,242793,21047,CSMAG_4000,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JAQBQB01;s__,49073,FAM_07937
CSMAG_0997_contig_5103_polypolish.region001,RRE-containing,RiPP,231059,250347,19289,CSMAG_0997,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__JACPHL01;g__DASRDR01;s__,2397,FAM_00577
CSMAG_3450_contig_7181.region002,LAP,RiPP,624679,646949,22271,CSMAG_3450,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Bin18;f__Bin18;g__JABFSC01;s__,49081,FAM_07938
CSMAG_3571_contig_6744_polypolish.region001,terpene,terpene,511708,533458,21751,CSMAG_3571,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DASTBU01;s__,1286,FAM_00362
CSMAG_1131_contig_20500.region002,RRE-containing,RiPP,189617,207953,18337,CSMAG_1131,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__JACPHL01;g__;s__,49089,FAM_07939
CSMAG_2669_contig_7147_polypolish.region001,RRE-containing,RiPP,186292,206558,20267,CSMAG_2669,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__JAREAF01;g__JAREAF01;s__JAREAF01 sp035456545,1928,FAM_00502
CSMAG_5296_contig_18850_polypolish.region001,NRPS-like,NRPS,150613,193102,42490,CSMAG_5296,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CAWULT01;s__,17385,FAM_01842
CSMAG_4962_contig_29487_polypolish.region001,terpene,terpene,44393,65227,20835,CSMAG_4962,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__,49101,FAM_07940
CSMAG_4997_contig_61993_polypolish.region002,RRE-containing,RiPP,284217,304507,20291,CSMAG_4997,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,49105,FAM_02934
CSMAG_0834_contig_85400_polypolish.region001,arylpolyene,other,22293,65695,43403,CSMAG_0834,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae;g__DATJGR01;s__,49109,FAM_07941
CSMAG_2458_contig_159_polypolish.region001,NRPS-like,NRPS,1397818,1440400,42583,CSMAG_2458,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,49113,FAM_07942
CSMAG_6144_contig_32336_polypolish.region002,terpene,terpene,102090,123085,20996,CSMAG_6144,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__JABDJR01;f__JABDJR01;g__;s__,49117,FAM_02935
CSMAG_1569_contig_38611_polypolish.region001,RRE-containing,RiPP,50507,70764,20258,CSMAG_1569,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__2-12-FULL-53-21;s__2-12-FULL-53-21 sp035455615,29229,FAM_02338
CSMAG_0216_contig_8765_polypolish.region001,redox-cofactor,RiPP,20142,42308,22167,CSMAG_0216,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DATBJG01;s__,49125,FAM_07943
CSMAG_1366_contig_3703_polypolish.region004,terpene,terpene,3544712,3565668,20957,CSMAG_1366,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DATMAM01;s__,286,FAM_00157
CSMAG_2753_contig_109533_polypolish.region001,RRE-containing,RiPP,104154,124429,20276,CSMAG_2753,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__JACPZX01;f__DASXTC01;g__;s__,29641,FAM_02347
CSMAG_2757_contig_23102_polypolish.region001,lassopeptide,RiPP,184637,211255,26619,CSMAG_2757,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__,49137,FAM_07944
CSMAG_2372_contig_23282_polypolish.region002,NRPS,NRPS,399501,447485,47985,CSMAG_2372,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,6613,FAM_01090
CSMAG_2686_contig_35917_polypolish.region001,LAP.thioamitides,RiPP,174818,199136,24319,CSMAG_2686,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__,49145,FAM_02936
CSMAG_6829_contig_38450_polypolish.region001,T3PKS,PKS,89100,130158,41059,CSMAG_6829,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__UBA7541;g__Palsa-189;s__,49149,FAM_02937
CSMAG_7422_contig_82837_polypolish.region001,oligosaccharide,saccharide,2369,33401,31033,CSMAG_7422,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__FEN-1219;s__,49153,FAM_07945
CSMAG_4483_contig_106744.region001,terpene,terpene,2610,24362,21753,CSMAG_4483,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__,37,FAM_00030
CSMAG_3441_contig_20515_polypolish.region001,terpene,terpene,15967,37624,21658,CSMAG_3441,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DAINBQ01;s__,37,FAM_00021
