Mag ID	Completeness	Contamination	Polish
SemiBin_169	60.32	3.84 	medaka
SemiBin_171	44.0	0.02 	medaka
SemiBin_179	51.13	2.82 	medaka
SemiBin_18	80.28	3.93 	medaka
SemiBin_1817	50.77	5.82 	medaka
SemiBin_182	61.19	0.54 	medaka
SemiBin_189	51.5	0.11 	medaka
SemiBin_190	39.2	3.32 	medaka
SemiBin_198	42.75	1.86 	medaka
SemiBin_199	60.31	5.82 	medaka
SemiBin_2	98.7	0.19 	medaka
SemiBin_20	92.45	4.9 	medaka
SemiBin_21	75.94	2.11 	medaka
SemiBin_215	44.31	1.38 	medaka
SemiBin_22	76.92	1.9 	medaka
SemiBin_224	61.63	2.03 	medaka
SemiBin_23	85.68	0.39 	medaka
SemiBin_234	78.2	0.27 	medaka
SemiBin_24	88.54	0.59 	medaka
SemiBin_242	72.68	4.62 	medaka
SemiBin_25	69.38	1.41 	medaka
SemiBin_255	45.79	3.01 	medaka
SemiBin_257	46.96	1.72 	medaka
SemiBin_26	93.88	1.45 	medaka
SemiBin_27	70.61	1.21 	medaka
SemiBin_28	68.72	1.24 	medaka
SemiBin_29	80.8	0.74 	medaka
SemiBin_297	53.69	3.71 	medaka
SemiBin_3	88.68	1.53 	medaka
SemiBin_30	95.26	2.06 	medaka
SemiBin_307	51.43	3.79 	medaka
SemiBin_31	77.61	2.24 	medaka
SemiBin_310	76.62	0.24 	medaka
SemiBin_33	91.37	0.49 	medaka
SemiBin_34	85.2	1.71 	medaka
SemiBin_35	51.64	0.93 	medaka
SemiBin_36	92.41	8.67 	medaka
SemiBin_363	80.54	0.32 	medaka
SemiBin_37	84.7	6.6 	medaka
SemiBin_38	73.36	2.12 	medaka
SemiBin_39	64.47	1.1 	medaka
SemiBin_4	86.33	8.31 	medaka
SemiBin_40	86.21	7.77 	medaka
SemiBin_406	54.51	4.78 	medaka
SemiBin_41	85.52	1.21 	medaka
SemiBin_416	68.22	4.1 	medaka
SemiBin_42	91.06	7.24 	medaka
SemiBin_43	65.75	7.21 	medaka
SemiBin_44	54.92	3.62 	medaka
SemiBin_45	55.78	2.46 	medaka
SemiBin_46	73.35	1.83 	medaka
SemiBin_47	74.01	1.35 	medaka
SemiBin_48	58.77	1.94 	medaka
SemiBin_487	40.32	1.38 	medaka
SemiBin_49	78.32	2.74 	medaka
SemiBin_5	85.36	2.05 	medaka
SemiBin_50	69.8	2.37 	medaka
SemiBin_51	70.9	5.53 	medaka
SemiBin_52	70.91	5.78 	medaka
SemiBin_522	47.48	2.46 	medaka
SemiBin_53	54.44	3.04 	medaka
SemiBin_54	64.83	0.64 	medaka
SemiBin_55	70.62	1.5 	medaka
SemiBin_56	79.75	7.86 	medaka
SemiBin_57	67.7	1.26 	medaka
SemiBin_58	58.06	0.13 	medaka
SemiBin_59	78.42	0.35 	medaka
SemiBin_6	86.17	5.02 	medaka
SemiBin_60	67.49	1.31 	medaka
SemiBin_61	64.1	2.98 	medaka
SemiBin_62	77.98	2.9 	medaka
SemiBin_63	55.99	0.73 	medaka
SemiBin_64	81.77	2.3 	medaka
SemiBin_65	67.06	0.83 	medaka
SemiBin_66	79.96	4.34 	medaka
SemiBin_67	49.43	2.66 	medaka
SemiBin_68	53.47	1.58 	medaka
SemiBin_685	57.56	3.82 	medaka
SemiBin_69	45.89	4.51 	medaka
SemiBin_7	66.73	2.92 	medaka
SemiBin_70	48.96	3.41 	medaka
SemiBin_71	37.24	0.88 	medaka
SemiBin_72	47.77	0.53 	medaka
SemiBin_73	62.51	0.7 	medaka
SemiBin_74	60.09	2.72 	medaka
SemiBin_75	61.52	0.46 	medaka
SemiBin_76	89.02	0.2 	medaka
SemiBin_77	51.16	7.25 	medaka
SemiBin_78	45.65	0.18 	medaka
SemiBin_79	63.81	1.09 	medaka
SemiBin_8	100.0	2.8 	medaka
SemiBin_80	64.76	4.54 	medaka
SemiBin_81	100.0	3.66 	medaka
SemiBin_810	53.41	3.4 	medaka
SemiBin_83	58.11	0.7 	medaka
SemiBin_84	63.45	5.21 	medaka
SemiBin_85	60.48	1.23 	medaka
SemiBin_88	45.38	1.42 	medaka
SemiBin_89	57.79	1.02 	medaka
SemiBin_9	91.2	0.44 	medaka
SemiBin_90	80.25	2.09 	medaka
SemiBin_91	49.41	0.41 	medaka
SemiBin_92	65.94	0.51 	medaka
SemiBin_93	59.49	3.68 	medaka
SemiBin_94	43.89	8.92 	medaka
SemiBin_95	51.05	2.43 	medaka
SemiBin_96	53.96	2.65 	medaka
SemiBin_97	33.88	0.36 	medaka
SemiBin_98	48.71	4.22 	medaka
SemiBin_99	69.02	3.53 	medaka
SemiBin_0	95.96	0.05 	medaka
SemiBin_1	99.98	0.0 	medaka
SemiBin_10	83.91	1.02 	medaka
SemiBin_101	53.13	0.36 	medaka
SemiBin_102	52.66	1.9 	medaka
SemiBin_104	50.62	1.63 	medaka
SemiBin_105	55.79	8.36 	medaka
SemiBin_106	50.66	1.39 	medaka
SemiBin_109	67.13	0.39 	medaka
SemiBin_11	86.56	0.72 	medaka
SemiBin_114	49.85	10.19 	medaka
SemiBin_116	69.39	0.46 	medaka
SemiBin_118	47.28	0.49 	medaka
SemiBin_119	41.77	1.48 	medaka
SemiBin_12	92.69	3.77 	medaka
SemiBin_121	55.74	2.74 	medaka
SemiBin_123	59.48	2.93 	medaka
SemiBin_125	69.05	2.22 	medaka
SemiBin_126	63.6	1.38 	medaka
SemiBin_129	40.31	0.34 	medaka
SemiBin_13	98.65	1.41 	medaka
SemiBin_132	55.68	0.66 	medaka
SemiBin_135	59.3	1.43 	medaka
SemiBin_138	54.38	5.28 	medaka
SemiBin_14	94.74	6.42 	medaka
SemiBin_148	67.2	5.64 	medaka
SemiBin_149	38.55	5.14 	medaka
SemiBin_15	90.38	0.01 	medaka
SemiBin_158	51.85	2.36 	medaka
SemiBin_16	87.85	1.08 	medaka
SemiBin_1607	44.46	5.22 	medaka
SemiBin_1612	38.41	1.86 	medaka
SemiBin_163	34.63	4.23 	medaka
SemiBin_164	56.86	2.11 	medaka
SemiBin_1646	51.04	6.56 	medaka
SemiBin_169	59.48	0.84 	medaka
SemiBin_17	83.75	0.45 	medaka
SemiBin_171	37.77	0.67 	medaka
SemiBin_172	44.91	0.57 	medaka
SemiBin_174	67.97	1.14 	medaka
SemiBin_18	79.06	4.01 	medaka
SemiBin_19	86.47	1.29 	medaka
SemiBin_195	37.15	1.68 	medaka
SemiBin_2	97.07	1.05 	medaka
SemiBin_20	75.7	1.44 	medaka
SemiBin_200	59.89	1.39 	medaka
SemiBin_205	34.0	1.04 	medaka
SemiBin_207	34.91	4.27 	medaka
SemiBin_209	47.14	4.11 	medaka
SemiBin_21	82.85	2.81 	medaka
SemiBin_22	70.79	0.39 	medaka
SemiBin_221	38.91	3.44 	medaka
SemiBin_222	47.62	3.39 	medaka
SemiBin_23	73.52	2.83 	medaka
SemiBin_24	79.24	1.04 	medaka
SemiBin_25	73.47	1.94 	medaka
SemiBin_26	84.14	7.32 	medaka
SemiBin_27	84.0	2.08 	medaka
SemiBin_28	74.71	0.71 	medaka
SemiBin_29	73.93	3.09 	medaka
SemiBin_3	88.57	2.93 	medaka
SemiBin_30	88.32	6.34 	medaka
SemiBin_301	78.79	0.3 	medaka
SemiBin_31	90.45	6.04 	medaka
SemiBin_32	85.81	3.36 	medaka
SemiBin_320	45.07	3.39 	medaka
SemiBin_33	50.75	0.26 	medaka
SemiBin_34	86.97	6.46 	medaka
SemiBin_35	60.57	0.23 	medaka
SemiBin_36	87.54	8.42 	medaka
SemiBin_37	69.44	3.76 	medaka
SemiBin_38	97.17	0.94 	medaka
SemiBin_39	85.09	3.67 	medaka
SemiBin_4	98.58	1.04 	medaka
SemiBin_40	62.29	4.26 	medaka
SemiBin_41	89.18	0.21 	medaka
SemiBin_42	64.42	1.86 	medaka
SemiBin_431	62.25	6.04 	medaka
SemiBin_436	43.2	2.42 	medaka
SemiBin_44	77.59	0.75 	medaka
SemiBin_45	71.61	1.09 	medaka
SemiBin_46	68.71	0.39 	medaka
SemiBin_47	75.13	4.08 	medaka
SemiBin_48	54.34	4.99 	medaka
SemiBin_49	67.25	4.92 	medaka
SemiBin_5	96.21	1.89 	medaka
SemiBin_51	66.55	2.17 	medaka
SemiBin_52	54.01	2.96 	medaka
SemiBin_53	79.86	2.79 	medaka
SemiBin_540	48.94	5.01 	medaka
SemiBin_55	75.91	6.11 	medaka
SemiBin_554	70.47	10.76 	medaka
SemiBin_56	52.93	2.19 	medaka
SemiBin_57	57.82	3.92 	medaka
SemiBin_59	63.14	2.43 	medaka
SemiBin_6	88.07	0.22 	medaka
SemiBin_60	61.03	4.17 	medaka
SemiBin_61	66.48	1.34 	medaka
SemiBin_62	35.76	0.6 	medaka
SemiBin_63	60.08	1.39 	medaka
SemiBin_64	89.8	4.51 	medaka
SemiBin_65	61.85	0.0 	medaka
SemiBin_66	37.12	1.19 	medaka
SemiBin_67	93.59	2.86 	medaka
SemiBin_68	20.4	2.64 	medaka
SemiBin_69	52.46	1.95 	medaka
SemiBin_7	99.4	0.42 	medaka
SemiBin_70	45.75	0.65 	medaka
SemiBin_71	71.58	2.97 	medaka
SemiBin_72	55.08	3.74 	medaka
SemiBin_73	82.01	0.72 	medaka
SemiBin_74	64.1	2.57 	medaka
SemiBin_75	87.7	3.44 	medaka
SemiBin_76	37.85	2.39 	medaka
SemiBin_77	56.65	1.22 	medaka
SemiBin_774	40.97	7.24 	medaka
SemiBin_78	64.31	0.61 	medaka
SemiBin_79	55.63	6.77 	medaka
SemiBin_790	61.2	5.92 	medaka
SemiBin_8	96.65	0.67 	medaka
SemiBin_81	62.69	0.05 	medaka
SemiBin_82	45.52	1.83 	medaka
SemiBin_83	59.62	1.87 	medaka
SemiBin_84	57.83	0.93 	medaka
SemiBin_85	57.83	4.66 	medaka
SemiBin_86	53.19	0.11 	medaka
SemiBin_87	34.46	2.85 	medaka
SemiBin_88	63.8	1.78 	medaka
SemiBin_89	67.07	3.58 	medaka
SemiBin_9	97.07	0.79 	medaka
SemiBin_90	43.98	1.23 	medaka
SemiBin_92	70.23	1.18 	medaka
SemiBin_93	52.7	2.72 	medaka
SemiBin_94	79.12	1.04 	medaka
SemiBin_95	45.66	2.42 	medaka
SemiBin_96	31.56	7.29 	medaka
SemiBin_99	53.73	0.91 	medaka
SemiBin_0	99.65	0.18 	medaka
SemiBin_1	98.84	0.66 	medaka
SemiBin_100	60.78	3.67 	medaka
SemiBin_127	39.38	0.13 	medaka
SemiBin_13	83.73	0.08 	medaka
SemiBin_133	69.19	3.86 	medaka
SemiBin_135	45.05	2.31 	medaka
SemiBin_136	43.53	2.2 	medaka
SemiBin_142	47.71	1.09 	medaka
SemiBin_153	55.73	1.26 	medaka
SemiBin_155	47.89	2.25 	medaka
SemiBin_156	47.88	0.22 	medaka
SemiBin_165	44.21	1.95 	medaka
SemiBin_17	90.49	3.12 	medaka
SemiBin_175	53.16	4.21 	medaka
SemiBin_180	53.84	3.73 	medaka
SemiBin_197	36.91	0.62 	medaka
SemiBin_211	41.17	0.79 	medaka
SemiBin_230	20.65	2.41 	medaka
SemiBin_231	47.47	5.77 	medaka
SemiBin_28	89.34	2.66 	medaka
SemiBin_286	92.67	0.42 	medaka
SemiBin_30	68.9	0.92 	medaka
SemiBin_309	22.58	1.84 	medaka
SemiBin_320	51.59	0.97 	medaka
SemiBin_34	53.79	0.98 	medaka
SemiBin_36	78.89	2.49 	medaka
SemiBin_37	71.81	0.58 	medaka
SemiBin_4	94.69	1.69 	medaka
SemiBin_40	84.76	2.09 	medaka
SemiBin_41	82.44	1.94 	medaka
SemiBin_43	83.74	4.5 	medaka
SemiBin_44	78.45	0.88 	medaka
SemiBin_53	54.7	1.82 	medaka
SemiBin_54	79.83	0.02 	medaka
SemiBin_56	55.4	0.84 	medaka
SemiBin_57	72.16	1.76 	medaka
SemiBin_58	44.73	1.14 	medaka
SemiBin_59	65.74	0.79 	medaka
SemiBin_62	55.77	1.74 	medaka
SemiBin_63	95.76	7.99 	medaka
SemiBin_66	76.53	9.91 	medaka
SemiBin_7	94.67	3.1 	medaka
SemiBin_70	47.48	0.97 	medaka
SemiBin_80	62.47	0.21 	medaka
SemiBin_83	31.32	3.32 	medaka
SemiBin_84	58.21	2.1 	medaka
SemiBin_85	59.74	0.37 	medaka
SemiBin_86	28.39	1.27 	medaka
SemiBin_9	86.9	4.62 	medaka
SemiBin_90	32.86	3.0 	medaka
SemiBin_94	46.75	4.3 	medaka
SemiBin_98	59.65	3.99 	medaka
SemiBin_99	35.78	0.44 	medaka
SemiBin_0	99.25	0.25 	medaka
SemiBin_10	68.61	0.29 	medaka
SemiBin_101	59.22	2.8 	medaka
SemiBin_103	63.83	2.33 	medaka
SemiBin_106	40.38	0.01 	medaka
SemiBin_11	78.68	2.37 	medaka
SemiBin_112	49.2	3.41 	medaka
SemiBin_117	44.73	0.75 	medaka
SemiBin_12	69.9	3.53 	medaka
SemiBin_122	48.91	1.26 	medaka
SemiBin_125	46.81	2.0 	medaka
SemiBin_130	41.1	0.46 	medaka
SemiBin_14	81.51	0.31 	medaka
SemiBin_140	30.8	0.41 	medaka
SemiBin_15	92.03	0.02 	medaka
SemiBin_16	87.67	3.78 	medaka
SemiBin_1625	45.45	7.82 	medaka
SemiBin_164	54.6	4.57 	medaka
SemiBin_19	82.38	0.97 	medaka
SemiBin_196	93.44	0.94 	medaka
SemiBin_2	79.09	0.75 	medaka
SemiBin_20	82.19	0.15 	medaka
SemiBin_21	70.52	1.71 	medaka
SemiBin_217	86.35	1.64 	medaka
SemiBin_22	47.59	0.5 	medaka
SemiBin_23	43.11	1.36 	medaka
SemiBin_24	44.97	3.23 	medaka
SemiBin_25	46.73	0.48 	medaka
SemiBin_26	50.71	0.4 	medaka
SemiBin_27	78.91	3.84 	medaka
SemiBin_29	54.56	0.48 	medaka
SemiBin_3	83.39	2.67 	medaka
SemiBin_31	79.6	9.22 	medaka
SemiBin_32	66.38	1.89 	medaka
SemiBin_33	53.25	1.64 	medaka
SemiBin_38	89.82	0.75 	medaka
SemiBin_39	73.5	2.21 	medaka
SemiBin_4	98.18	1.2 	medaka
SemiBin_42	51.41	4.37 	medaka
SemiBin_45	58.24	0.43 	medaka
SemiBin_46	52.96	2.93 	medaka
SemiBin_47	37.82	0.47 	medaka
SemiBin_49	59.86	2.54 	medaka
SemiBin_5	94.18	2.26 	medaka
SemiBin_50	74.13	5.67 	medaka
SemiBin_51	51.67	1.38 	medaka
SemiBin_52	37.93	1.29 	medaka
SemiBin_54	40.21	1.57 	medaka
SemiBin_55	51.85	5.21 	medaka
SemiBin_6	72.38	0.05 	medaka
SemiBin_61	34.18	2.68 	medaka
SemiBin_63	48.71	0.59 	medaka
SemiBin_64	83.81	2.22 	medaka
SemiBin_65	77.24	2.72 	medaka
SemiBin_67	66.3	3.55 	medaka
SemiBin_69	45.43	0.56 	medaka
SemiBin_73	53.6	1.59 	medaka
SemiBin_74	45.99	0.42 	medaka
SemiBin_75	43.27	5.29 	medaka
SemiBin_76	70.89	5.71 	medaka
SemiBin_79	32.61	0.08 	medaka
SemiBin_8	82.04	2.97 	medaka
SemiBin_82	64.12	2.07 	medaka
SemiBin_87	65.56	2.01 	medaka
SemiBin_88	39.38	0.68 	medaka
SemiBin_89	42.15	0.37 	medaka
SemiBin_9	79.34	8.75 	medaka
SemiBin_90	68.31	1.55 	medaka
SemiBin_911	43.71	7.35 	medaka
SemiBin_99	44.57	0.74 	medaka
SemiBin_0	95.35	2.97 	medaka
SemiBin_10	47.34	2.53 	medaka
SemiBin_101	37.88	2.25 	medaka
SemiBin_11	71.89	0.31 	medaka
SemiBin_1163	50.09	6.81 	medaka
SemiBin_1168	40.04	8.32 	medaka
SemiBin_12	86.91	1.7 	medaka
SemiBin_1225	45.16	9.37 	medaka
SemiBin_127	42.51	2.48 	medaka
SemiBin_13	53.34	1.74 	medaka
SemiBin_14	60.91	0.73 	medaka
SemiBin_15	47.3	0.83 	medaka
SemiBin_156	90.8	0.77 	medaka
SemiBin_158	88.7	0.81 	medaka
SemiBin_16	65.66	2.17 	medaka
SemiBin_17	63.11	2.85 	medaka
SemiBin_18	59.37	2.65 	medaka
SemiBin_19	63.08	3.8 	medaka
SemiBin_2	89.58	0.2 	medaka
SemiBin_20	57.55	3.37 	medaka
SemiBin_21	79.58	0.46 	medaka
SemiBin_22	81.41	0.99 	medaka
SemiBin_24	23.74	0.41 	medaka
SemiBin_25	57.33	2.71 	medaka
SemiBin_26	57.21	0.17 	medaka
SemiBin_27	50.43	1.61 	medaka
SemiBin_28	56.06	0.95 	medaka
SemiBin_29	41.97	0.53 	medaka
SemiBin_3	90.4	0.82 	medaka
SemiBin_31	46.82	0.08 	medaka
SemiBin_32	59.0	2.85 	medaka
SemiBin_33	48.74	1.26 	medaka
SemiBin_34	47.2	1.15 	medaka
SemiBin_37	73.13	0.34 	medaka
SemiBin_38	57.27	4.25 	medaka
SemiBin_39	55.46	2.46 	medaka
SemiBin_4	90.4	1.83 	medaka
SemiBin_40	67.78	2.36 	medaka
SemiBin_41	51.41	0.44 	medaka
SemiBin_42	51.46	2.31 	medaka
SemiBin_43	86.24	2.77 	medaka
SemiBin_44	73.95	7.87 	medaka
SemiBin_46	56.29	1.83 	medaka
SemiBin_47	50.4	5.07 	medaka
SemiBin_48	50.52	2.57 	medaka
SemiBin_49	44.56	2.1 	medaka
SemiBin_5	78.13	2.67 	medaka
SemiBin_50	52.43	1.28 	medaka
SemiBin_504	54.59	5.11 	medaka
SemiBin_54	43.5	2.16 	medaka
SemiBin_546	47.99	5.86 	medaka
SemiBin_57	30.02	1.73 	medaka
SemiBin_6	67.84	2.91 	medaka
SemiBin_61	37.29	0.18 	medaka
SemiBin_64	52.64	3.69 	medaka
SemiBin_65	58.04	3.34 	medaka
SemiBin_7	66.03	3.96 	medaka
SemiBin_72	51.52	1.77 	medaka
SemiBin_73	44.14	1.36 	medaka
SemiBin_76	46.76	1.15 	medaka
SemiBin_8	78.65	3.85 	medaka
SemiBin_83	38.23	1.92 	medaka
SemiBin_9	64.1	3.66 	medaka
SemiBin_92	49.0	0.77 	medaka
SemiBin_0	81.02	0.68 	medaka
SemiBin_1	99.73	0.16 	medaka
SemiBin_10	89.69	0.52 	medaka
SemiBin_100	63.62	4.27 	medaka
SemiBin_101	64.13	1.28 	medaka
SemiBin_102	40.7	1.1 	medaka
SemiBin_1023	55.02	5.7 	medaka
SemiBin_104	52.75	0.39 	medaka
SemiBin_106	70.99	3.06 	medaka
SemiBin_107	53.06	4.24 	medaka
SemiBin_108	43.32	2.35 	medaka
SemiBin_1085	53.84	5.28 	medaka
SemiBin_109	38.06	0.22 	medaka
SemiBin_11	97.48	0.21 	medaka
SemiBin_110	60.11	0.74 	medaka
SemiBin_111	54.78	2.99 	medaka
SemiBin_112	90.08	0.96 	medaka
SemiBin_113	73.07	7.94 	medaka
SemiBin_114	50.3	8.43 	medaka
SemiBin_115	51.82	1.6 	medaka
SemiBin_1162	41.45	0.95 	medaka
SemiBin_117	43.81	1.14 	medaka
SemiBin_118	45.8	4.18 	medaka
SemiBin_12	95.22	0.9 	medaka
SemiBin_120	84.49	0.62 	medaka
SemiBin_121	53.41	1.27 	medaka
SemiBin_122	43.26	3.75 	medaka
SemiBin_123	47.54	2.28 	medaka
SemiBin_124	79.24	6.9 	medaka
SemiBin_125	45.25	1.78 	medaka
SemiBin_126	49.16	0.56 	medaka
SemiBin_127	62.98	3.42 	medaka
SemiBin_13	89.73	0.96 	medaka
SemiBin_130	44.62	0.1 	medaka
SemiBin_131	57.89	1.3 	medaka
SemiBin_133	58.24	2.23 	medaka
SemiBin_137	48.47	0.85 	medaka
SemiBin_139	50.72	0.98 	medaka
SemiBin_14	94.39	1.32 	medaka
SemiBin_140	47.32	0.61 	medaka
SemiBin_141	62.65	4.39 	medaka
SemiBin_142	73.17	0.64 	medaka
SemiBin_145	49.41	0.36 	medaka
SemiBin_146	63.8	4.79 	medaka
SemiBin_147	45.82	0.47 	medaka
SemiBin_148	47.78	1.31 	medaka
SemiBin_15	64.34	0.97 	medaka
SemiBin_151	44.21	0.55 	medaka
SemiBin_153	45.24	4.8 	medaka
SemiBin_154	59.46	8.24 	medaka
SemiBin_156	57.07	1.39 	medaka
SemiBin_157	51.73	2.98 	medaka
SemiBin_158	51.22	5.55 	medaka
SemiBin_159	52.53	3.75 	medaka
SemiBin_1590	34.46	4.09 	medaka
SemiBin_1592	50.95	4.81 	medaka
SemiBin_1597	39.34	7.79 	medaka
SemiBin_16	80.64	2.69 	medaka
SemiBin_1619	48.0	5.0 	medaka
SemiBin_163	59.22	0.01 	medaka
SemiBin_165	42.23	0.21 	medaka
SemiBin_169	63.83	0.68 	medaka
SemiBin_17	86.15	1.76 	medaka
SemiBin_172	40.75	0.22 	medaka
SemiBin_173	64.38	0.5 	medaka
SemiBin_176	39.19	0.52 	medaka
SemiBin_179	59.65	0.33 	medaka
SemiBin_18	87.93	1.24 	medaka
SemiBin_182	53.5	0.05 	medaka
SemiBin_184	44.6	2.54 	medaka
SemiBin_188	34.5	0.33 	medaka
SemiBin_19	73.95	1.83 	medaka
SemiBin_191	51.81	4.15 	medaka
SemiBin_194	63.69	0.49 	medaka
SemiBin_197	35.59	2.74 	medaka
SemiBin_2	97.76	2.52 	medaka
SemiBin_20	94.97	0.02 	medaka
SemiBin_202	59.1	2.11 	medaka
SemiBin_203	50.66	0.32 	medaka
SemiBin_206	46.24	2.15 	medaka
SemiBin_21	89.32	1.49 	medaka
SemiBin_211	42.1	2.34 	medaka
SemiBin_215	63.6	5.84 	medaka
SemiBin_216	44.53	0.42 	medaka
SemiBin_217	43.47	2.2 	medaka
SemiBin_221	43.43	1.05 	medaka
SemiBin_225	44.7	4.89 	medaka
SemiBin_23	88.02	2.64 	medaka
SemiBin_232	34.6	0.62 	medaka
SemiBin_233	55.16	1.1 	medaka
SemiBin_237	55.73	13.88 	medaka
SemiBin_24	80.86	1.29 	medaka
SemiBin_244	39.9	0.55 	medaka
SemiBin_247	52.73	0.31 	medaka
SemiBin_25	90.04	0.36 	medaka
SemiBin_253	61.29	0.45 	medaka
SemiBin_259	42.46	0.67 	medaka
SemiBin_26	93.78	1.74 	medaka
SemiBin_263	43.45	2.26 	medaka
SemiBin_267	59.12	3.17 	medaka
SemiBin_27	92.55	0.41 	medaka
SemiBin_28	86.51	0.84 	medaka
SemiBin_29	81.48	0.61 	medaka
SemiBin_296	43.67	0.67 	medaka
SemiBin_3	91.56	3.54 	medaka
SemiBin_30	73.63	2.04 	medaka
SemiBin_31	85.17	1.34 	medaka
SemiBin_316	91.68	0.55 	medaka
SemiBin_319	89.47	0.46 	medaka
SemiBin_32	86.35	7.03 	medaka
SemiBin_33	63.25	2.42 	medaka
SemiBin_334	55.53	4.64 	medaka
SemiBin_34	84.51	1.75 	medaka
SemiBin_35	86.71	1.27 	medaka
SemiBin_36	74.75	2.14 	medaka
SemiBin_367	68.75	7.7 	medaka
SemiBin_37	71.28	0.96 	medaka
SemiBin_38	87.12	6.84 	medaka
SemiBin_388	47.24	8.44 	medaka
SemiBin_39	78.29	0.33 	medaka
SemiBin_4	90.56	1.7 	medaka
SemiBin_40	77.48	0.2 	medaka
SemiBin_41	73.59	1.69 	medaka
SemiBin_42	69.47	3.66 	medaka
SemiBin_43	83.57	3.31 	medaka
SemiBin_44	72.5	4.41 	medaka
SemiBin_45	81.65	6.96 	medaka
SemiBin_453	55.28	3.14 	medaka
SemiBin_46	64.27	0.21 	medaka
SemiBin_47	68.06	2.4 	medaka
SemiBin_48	87.98	3.16 	medaka
SemiBin_487	51.91	7.08 	medaka
SemiBin_49	79.67	1.56 	medaka
SemiBin_5	98.71	7.16 	medaka
SemiBin_50	78.91	2.16 	medaka
SemiBin_51	83.19	0.87 	medaka
SemiBin_52	79.19	1.87 	medaka
SemiBin_521	49.18	4.7 	medaka
SemiBin_53	58.86	0.77 	medaka
SemiBin_54	65.4	2.66 	medaka
SemiBin_55	71.67	0.75 	medaka
SemiBin_56	59.48	2.73 	medaka
SemiBin_57	58.34	4.23 	medaka
SemiBin_59	69.35	0.08 	medaka
SemiBin_6	93.29	2.08 	medaka
SemiBin_60	65.71	0.73 	medaka
SemiBin_61	66.8	4.35 	medaka
SemiBin_63	65.47	2.09 	medaka
SemiBin_64	72.2	4.46 	medaka
SemiBin_648	57.14	8.68 	medaka
SemiBin_65	83.2	0.17 	medaka
SemiBin_66	89.09	1.55 	medaka
SemiBin_67	62.14	0.49 	medaka
SemiBin_68	87.38	0.15 	medaka
SemiBin_69	69.4	5.63 	medaka
SemiBin_7	97.3	2.04 	medaka
SemiBin_70	57.94	3.51 	medaka
SemiBin_72	64.99	3.11 	medaka
SemiBin_73	63.68	3.14 	medaka
SemiBin_74	67.35	3.43 	medaka
SemiBin_76	48.95	1.02 	medaka
SemiBin_77	63.95	0.25 	medaka
SemiBin_78	57.79	2.3 	medaka
SemiBin_79	38.89	1.55 	medaka
SemiBin_8	86.14	1.54 	medaka
SemiBin_80	58.09	1.52 	medaka
SemiBin_81	71.8	5.16 	medaka
SemiBin_82	79.65	6.99 	medaka
SemiBin_84	52.28	0.86 	medaka
SemiBin_85	43.65	3.2 	medaka
SemiBin_86	47.14	0.34 	medaka
SemiBin_87	57.16	4.95 	medaka
SemiBin_88	71.24	2.13 	medaka
SemiBin_89	98.49	1.45 	medaka
SemiBin_9	98.95	6.05 	medaka
SemiBin_90	75.88	2.7 	medaka
SemiBin_91	56.42	2.96 	medaka
SemiBin_92	57.85	3.52 	medaka
SemiBin_93	60.32	3.01 	medaka
SemiBin_94	62.7	2.63 	medaka
SemiBin_95	50.19	1.93 	medaka
SemiBin_96	73.55	1.95 	medaka
SemiBin_97	58.11	2.4 	medaka
SemiBin_98	45.21	0.04 	medaka
SemiBin_99	61.89	1.87 	medaka
SemiBin_0	85.66	1.91 	medaka
SemiBin_1	79.03	7.11 	medaka
SemiBin_10	79.99	0.34 	medaka
SemiBin_103	57.7	1.9 	medaka
SemiBin_11	71.79	6.05 	medaka
SemiBin_114	44.29	4.88 	medaka
SemiBin_12	57.47	2.45 	medaka
SemiBin_121	43.99	0.98 	medaka
SemiBin_124	49.84	0.5 	medaka
SemiBin_13	68.23	0.67 	medaka
SemiBin_133	51.33	0.19 	medaka
SemiBin_14	58.55	2.65 	medaka
SemiBin_145	44.71	0.9 	medaka
SemiBin_149	39.91	4.0 	medaka
SemiBin_15	65.95	3.77 	medaka
SemiBin_1521	53.34	1.21 	medaka
SemiBin_1525	36.13	5.92 	medaka
SemiBin_153	39.6	1.55 	medaka
SemiBin_1577	36.38	3.36 	medaka
SemiBin_1582	37.43	9.35 	medaka
SemiBin_16	20.02	4.56 	medaka
SemiBin_18	66.99	1.53 	medaka
SemiBin_184	92.64	0.26 	medaka
SemiBin_19	48.99	0.08 	medaka
SemiBin_2	83.09	2.32 	medaka
SemiBin_20	38.62	1.09 	medaka
SemiBin_203	63.79	1.4 	medaka
SemiBin_21	36.63	2.44 	medaka
SemiBin_22	76.86	0.13 	medaka
SemiBin_23	54.35	1.59 	medaka
SemiBin_231	65.01	3.19 	medaka
SemiBin_24	65.11	0.82 	medaka
SemiBin_25	60.49	3.52 	medaka
SemiBin_250	60.66	1.44 	medaka
SemiBin_26	61.96	4.91 	medaka
SemiBin_27	54.55	8.22 	medaka
SemiBin_28	64.55	0.76 	medaka
SemiBin_29	63.53	2.48 	medaka
SemiBin_3	79.22	4.16 	medaka
SemiBin_31	42.69	0.28 	medaka
SemiBin_32	45.04	4.76 	medaka
SemiBin_33	45.37	2.25 	medaka
SemiBin_34	75.37	2.69 	medaka
SemiBin_35	63.31	7.05 	medaka
