Sample	Mag ID	nbps	Nr contigs	N50	L50	Completeness	Contamination	Quality	Drep_95	Drep_99	S16	S23	S5	Total tRNA	Unique tRNA	GTDB	MIMAG	SGB	ARO	Drug Class	Resistance Mechanism	AMR Gene Family
sample13	sample13_SemiBin_296	3762778	20	271186	6	50.53	0.29	Medium quality	T	T	0	0	0	23	14	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__	F	1218_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_29	3348631	17	311113	4	86.09	0.04	Medium quality	F	T	1	1	1	44	19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	F	2128_1	3002956;3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_2	6093621	8	1248179	2	100.0	1.28	High quality	T	T	1	1	1	55	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JADYYY01;s__	T	1456_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_30	3655914	12	631499	3	91.3	4.65	High quality	F	T	1	1	1	61	19	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__JAKEHA01;g__JAKEHA01;s__	T	1551_3	NA	NA	NA	NA
sample13	sample13_SemiBin_316	1905399	7	402593	3	96.33	0.22	High quality	F	F	1	1	1	43	15	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__	F	29_1	NA	NA	NA	NA
sample13	sample13_SemiBin_319	2602491	6	528825	2	99.45	0.59	High quality	T	T	1	1	1	43	14	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__	F	15_1	NA	NA	NA	NA
sample13	sample13_SemiBin_31	4540186	29	255905	8	88.32	2.36	Medium quality	F	F	1	1	1	53	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	F	984_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_32	4753339	23	269072	7	89.61	7.99	Medium quality	F	T	1	1	1	37	18	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	F	657_1	3002972;3002909	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase,glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_334	4695684	69	78977	20	62.01	5.56	Medium quality	T	T	0	0	0	42	17	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__	F	313_0	NA	NA	NA	NA
sample13	sample13_SemiBin_33	3910413	18	308877	3	88.35	0.54	Medium quality	F	T	1	1	1	49	20	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__JACPZX01;f__JACPZX01;g__;s__	F	1770_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_34	4920575	10	717491	3	90.06	3.95	High quality	T	T	1	1	1	49	20	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRKV01;g__JAGUYX01;s__	T	235_0	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_35	4959478	14	468396	4	93.92	2.32	High quality	F	T	1	1	1	43	18	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	T	1850_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_367	4119508	26	217254	5	73.23	7.05	Medium quality	F	T	1	2	2	49	18	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	1834_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_36	3671768	22	189367	6	92.08	3.03	High quality	T	T	1	1	1	45	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__JAHEEO01;s__	T	2046_2	NA	NA	NA	NA
sample13	sample13_SemiBin_37	3854527	26	181330	8	80.54	0.16	Medium quality	T	T	1	1	1	44	20	d__Bacteria;p__ARS69;c__ARS69;o__ARS69;f__ARS69;g__;s__	F	1593_1	NA	NA	NA	NA
sample13	sample13_SemiBin_388	2857029	35	123171	10	53.17	9.35	Medium quality	T	T	0	0	0	23	13	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__	F	2194_4	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_38	5153682	16	447767	3	93.55	9.13	Medium quality	F	F	1	1	1	48	20	d__Bacteria;p__ARS69;c__ARS69;o__ARS69;f__ARS69;g__;s__	F	1558_1	3002972;3002958	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_39	5388546	19	535439	5	82.94	0.2	Medium quality	F	T	1	1	1	75	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	414_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_3	6258912	9	989333	3	93.7	3.25	High quality	T	T	1	1	1	67	20	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__;s__	T	476_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_40	4305957	19	485039	3	89.75	0.15	Medium quality	T	T	0	1	1	46	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	F	1324_0	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_41	3345486	17	337940	4	87.93	1.46	Medium quality	F	T	1	1	1	44	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-544;s__	F	922_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_42	3655964	32	161343	7	88.29	4.2	Medium quality	F	T	0	0	0	47	19	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7;s__	F	2678_1	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample13	sample13_SemiBin_43	5633031	16	436664	5	93.55	3.41	High quality	T	T	1	1	1	37	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	T	1429_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_44	5924493	48	201126	9	86.73	6.69	Medium quality	F	T	1	1	1	48	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__JAEUPI01;s__	F	2247_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_453	3546883	46	127307	9	68.63	6.83	Medium quality	T	T	1	1	1	48	15	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__	F	13_3	NA	NA	NA	NA
sample13	sample13_SemiBin_45	4476993	31	211720	7	86.07	7.79	Medium quality	F	T	1	1	1	44	17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	F	2318_1	3002956	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster
sample13	sample13_SemiBin_46	4050464	11	428212	4	69.22	0.24	Medium quality	T	T	1	1	0	36	18	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__;s__	F	1656_0	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_47	4125940	14	571812	3	80.55	1.59	Medium quality	F	T	1	1	1	48	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__	F	2516_2	3002965	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample13	sample13_SemiBin_487	3600622	69	62037	22	57.45	6.2	Medium quality	T	T	0	0	0	25	14	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Bin18;f__Bin18;g__;s__	F	633_0	NA	NA	NA	NA
sample13	sample13_SemiBin_48	4064145	3	2119000	1	89.07	2.1	Medium quality	T	T	1	1	1	41	19	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__JABFRW01;s__	F	1545_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_49	4363952	17	425860	5	82.87	0.82	Medium quality	T	T	1	1	1	37	17	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__	F	1855_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_4	6543884	18	551710	5	97.63	1.31	High quality	F	F	1	1	1	45	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	T	1285_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_50	7935224	66	155728	16	91.12	3.49	High quality	T	T	1	1	1	56	19	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__;s__	T	880_0	NA	NA	NA	NA
sample13	sample13_SemiBin_51	5916819	14	908808	3	89.77	0.8	Medium quality	T	T	1	1	1	38	15	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__	F	1976_1	3002972;3002943	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_521	4163115	25	263227	6	62.61	6.97	Medium quality	T	T	3	3	2	28	12	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	F	1469_0	NA	NA	NA	NA
sample13	sample13_SemiBin_52	4451316	26	251036	8	86.4	2.54	Medium quality	F	T	0	0	0	37	19	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__;g__;s__	F	1946_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_53	2538077	17	203225	5	74.52	0.41	Medium quality	F	T	0	0	0	31	16	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	F	770_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_54	2882193	31	168490	6	74.62	3.12	Medium quality	T	T	1	1	1	50	19	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__	F	186_0	3002909	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase
sample13	sample13_SemiBin_55	3280369	26	154824	8	78.24	0.19	Medium quality	T	T	2	1	1	22	11	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UCB3;f__;g__;s__	F	1819_0	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample13	sample13_SemiBin_56	2459694	18	196954	5	83.56	2.29	Medium quality	F	T	1	1	1	43	19	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	F	2413_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_57	4548495	35	373727	5	77.35	5.0	Medium quality	F	T	2	1	1	49	18	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__JAIOPA01;s__	F	1524_1	NA	NA	NA	NA
sample13	sample13_SemiBin_59	3134566	25	153110	6	72.16	0.61	Medium quality	F	F	1	1	1	41	19	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	F	983_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_5	6797323	24	403417	6	97.16	7.04	Medium quality	F	T	1	1	1	53	20	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__;s__	F	479_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_60	3767204	16	328099	5	75.57	0.86	Medium quality	F	T	0	0	0	34	17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAS01;s__	F	127_1	NA	NA	NA	NA
sample13	sample13_SemiBin_61	6661312	25	341031	7	80.29	5.99	Medium quality	F	T	1	2	2	75	19	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__SXOA01;s__	F	826_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_63	4487258	28	192285	8	74.07	1.65	Medium quality	T	T	1	1	1	46	19	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__	F	925_3	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_648	4539798	47	116415	14	62.73	7.3	Medium quality	F	T	0	0	0	20	12	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-1;s__	F	650_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_64	5384884	61	123287	17	78.84	3.91	Medium quality	F	T	0	0	0	44	17	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__;s__	F	535_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_65	3948732	17	286880	5	83.96	0.18	Medium quality	T	T	1	1	1	42	16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	F	2081_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_66	4047147	25	254814	7	100.0	0.14	High quality	T	T	1	1	1	43	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__UBA6910;g__UBA6910;s__	T	2266_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_67	6653577	30	397377	4	73.99	1.15	Medium quality	T	T	2	2	0	76	20	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__	F	835_0	NA	NA	NA	NA
sample13	sample13_SemiBin_68	2513888	7	557200	2	95.77	0.17	High quality	T	T	1	1	1	44	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__	T	2427_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_69	4107942	14	364029	4	78.25	4.65	Medium quality	T	T	1	1	1	36	16	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	F	777_3	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_6	5118097	22	376129	5	98.02	0.72	High quality	T	T	1	1	1	51	20	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__AA152;g__AA152;s__	T	687_1	3002956;3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_70	4029885	33	175790	8	81.23	3.64	Medium quality	T	T	1	1	1	50	19	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__;s__	F	238_0	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample13	sample13_SemiBin_72	2786601	12	679527	2	68.65	2.45	Medium quality	F	T	2	1	1	42	17	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	F	762_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_73	3594278	40	127496	10	81.9	3.76	Medium quality	F	T	0	0	0	47	19	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__JACPZX01;f__;g__;s__	F	707_1	3002956	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster
sample13	sample13_SemiBin_74	3397934	8	1709787	1	68.53	3.62	Medium quality	T	T	1	1	1	37	18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JABWBJ01;s__	F	988_2	NA	NA	NA	NA
sample13	sample13_SemiBin_76	4767950	16	460614	4	68.22	2.49	Medium quality	T	T	0	0	0	37	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	F	1732_2	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_77	1952319	8	312575	3	71.99	0.39	Medium quality	F	T	1	1	1	30	17	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	F	968_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_78	2161288	21	140789	6	59.42	4.26	Medium quality	T	T	1	1	1	34	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__	F	2224_0	NA	NA	NA	NA
sample13	sample13_SemiBin_79	7394178	66	154312	17	73.13	3.31	Medium quality	T	T	0	0	0	42	19	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JAFGIB01;g__;s__	F	2001_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_7	6165251	48	196674	11	99.4	1.58	High quality	T	T	0	0	0	41	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	F	1049_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample13	sample13_SemiBin_80	7967828	80	131265	20	72.28	2.46	Medium quality	F	T	0	0	0	42	19	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	F	1514_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample13	sample13_SemiBin_81	7088062	51	179114	12	76.22	5.37	Medium quality	F	T	1	1	1	47	16	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__;s__	F	873_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
